bct2020,centract2020,comp2020ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022,comp2023,cenunits20,filed,approved,permitted,withdrawn,inactive
3041600,36047041600,0,0,0,-2,2,-3,0,-1,0,1,0,0,1,-5,0,,0,-2,-7,0,-11
3041700,36047041700,76,-1,4,0,-1,3,10,1,0,5,15,76,16,0,0,,-1,7,22,11,11
3041800,36047041800,0,-2,1,0,0,0,0,-2,0,0,0,0,1,-1,0,,9,0,19,-1,-19
3041900,36047041900,35,3,0,9,8,-3,11,9,12,13,25,35,0,15,24,,0,7,-1,18,37
3042000,36047042000,0,-1,-1,-2,1,1,2,0,-1,-1,0,0,0,-1,-1,,0,1,1,-1,-5
3042100,36047042100,8,6,16,17,0,4,9,33,60,62,27,16,7,17,14,,24,24,46,32,0
3042200,36047042200,-2,1,-3,-2,-1,1,0,1,0,-2,24,-2,2,1,0,,0,-3,42,0,3
3042300,36047042300,6,37,12,0,2,11,33,37,71,42,47,24,66,4,0,,3,9,240,97,55
3042400,36047042400,0,37,-1,0,16,1,-2,0,0,0,0,0,0,0,0,,0,2,0,2,0
3042500,36047042500,25,41,1,1,4,0,8,-9,20,16,15,25,16,0,13,,1,0,113,8,5
3042600,36047042600,0,-3,0,0,1,0,-3,0,-1,0,30,0,26,4,0,,0,0,1,30,0
3042700,36047042700,0,21,41,25,32,-3,9,17,21,37,5,0,9,3,0,,0,5,22,15,40
3042800,36047042800,0,0,1,0,0,-4,0,0,0,19,0,0,0,62,1,,35,0,0,12,0
3042900,36047042900,87,0,50,-2,12,60,5,-7,3,-1,3,91,14,7,8,,0,0,28,24,3
3043000,36047043000,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,6,1
3043100,36047043100,0,-1,0,-2,0,33,0,15,19,1,5,0,3,51,0,,7,39,31,52,21
3043200,36047043200,0,34,3,-1,2,0,0,2,0,6,0,0,1,-1,0,,1,0,3,0,0
3043300,36047043300,13,3,0,21,4,0,0,10,3,13,8,23,40,0,0,,2,0,382,-1,53
3043400,36047043400,0,16,0,0,6,1,0,24,0,75,0,0,0,0,0,,0,10,4,11,0
3043500,36047043500,17,8,5,0,0,0,-2,0,17,12,24,17,2,18,4,,0,4,9,19,7
3043600,36047043600,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,,0,0,9,0,45
3043700,36047043700,15,61,0,3,4,41,19,-2,17,42,31,15,2,16,12,,2,13,14,61,15
3043800,36047043800,47,33,0,1,0,-1,-1,0,-1,0,0,47,0,0,0,,0,0,-1,2,4
3043900,36047043900,14,6,0,0,0,0,3,16,24,35,8,14,12,137,29,,3,2,81,29,12
3044000,36047044000,0,4,-2,0,0,0,-3,-1,4,12,0,0,0,-1,-2,,-2,0,7,0,-5
3044100,36047044100,0,0,0,0,1,0,9,-2,17,8,22,0,68,3,0,,8,3,24,0,2
3044200,36047044200,4,-2,1,0,-3,0,1,-1,2,1,0,4,-1,-2,0,,-3,-2,-4,9,3
3044300,36047044300,9,57,-2,0,-2,1,8,-8,6,81,23,41,-2,19,25,,7,0,14,8,67
3044400,36047044400,-1,1,-2,-1,0,-2,0,5,0,0,-2,-1,2,-3,0,,0,0,-3,0,0
3044500,36047044500,27,6,0,4,0,0,14,60,16,0,9,28,-1,10,0,,35,2,166,11,43
3044600,36047044600,1,0,0,0,0,0,-1,0,0,0,1,1,18,0,0,,0,0,6,0,0
3044700,36047044700,9,0,0,0,0,2,1,0,-3,5,0,9,-1,24,0,,23,0,62,169,12
3044800,36047044800,10,-3,-2,0,19,0,0,0,-2,0,0,10,12,0,1,,-2,0,0,1,-1
3044901,36047044901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,313,0,0,0,24
3044902,36047044902,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,6,0,0,0,-6
3045000,36047045000,-2,0,0,0,0,0,0,0,-1,0,0,-3,0,0,-1,,0,0,1,-1,-4
3045200,36047045200,0,0,-4,1,-1,-1,-3,-2,2,-2,1,-2,0,-4,-1,,2,0,1,-1,4
3045300,36047045300,0,0,0,0,-7,-6,-1,-2,27,0,0,0,14,0,0,,18,0,22,-7,-1
3045400,36047045400,0,0,0,-2,0,0,1,0,0,0,-2,0,-2,0,0,,1,-1,1,0,-1
3045600,36047045600,0,1,1,0,0,-1,-1,-1,1,-1,-2,0,-1,2,-1,,3,2,-2,-5,-1
3045800,36047045800,1,-1,4,0,0,-1,0,0,-2,-3,0,1,-3,-1,-2,,2,0,52,1,3
3046000,36047046000,0,0,-1,1,0,0,0,0,12,1,0,0,0,38,0,,0,0,2,3,2
3046201,36047046201,0,0,0,-1,0,15,0,-1,0,1,0,0,0,-5,0,,0,0,2,0,2
3046202,36047046202,0,-3,1,1,0,-1,0,0,0,0,0,0,-2,0,0,,0,2,-1,-1,-3
3046400,36047046400,164,-2,-1,3,0,-3,0,0,4,5,-1,164,-4,1,0,,0,-1,5,0,5
3046800,36047046800,1,17,3,-2,0,-1,12,0,-3,-4,0,3,20,-4,-2,,0,0,4,2,-1
3047000,36047047000,29,2,-1,0,-1,-4,5,-1,1,2,0,30,0,-1,0,,11,1,2,4,-14
3047200,36047047200,0,1,3,0,2,-3,0,3,8,-3,-5,-1,0,-3,0,,0,-1,11,-1,3
3047400,36047047400,1,-1,2,-5,0,-2,-6,-2,3,1,3,1,1,0,2,,7,2,7,0,4
3047600,36047047600,1,0,5,5,2,0,0,1,-3,1,19,1,-1,-1,1,,0,2,4,7,0
3047700,36047047700,19,147,53,1,40,14,176,13,32,27,49,20,3,15,15,,6,40,69,47,16
3047800,36047047800,0,0,8,-5,-4,-1,3,13,1,13,24,-1,-2,1,-2,,0,0,15,0,-1
3048000,36047048000,0,12,-3,-1,0,1,0,-2,-1,12,0,0,0,-1,0,,6,0,17,1,0
3048100,36047048100,56,25,16,22,16,14,-3,13,94,11,50,78,5,-4,6,,8,2,171,41,8
3048200,36047048200,43,-6,-3,0,0,-2,6,-5,0,56,63,43,23,0,0,,27,-4,31,19,8
3048400,36047048400,0,0,7,3,0,1,-2,6,60,-1,0,0,35,0,29,,1,0,-1,41,11
3048500,36047048500,0,-2,0,0,40,0,0,27,0,18,26,0,2,1,40,,72,7,49,21,96
3048600,36047048600,0,-1,0,0,0,0,1,1,-3,0,0,0,-1,0,0,,2,0,3,0,-3
3048800,36047048800,0,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,,3,0,0,1,0
3048900,36047048900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3049000,36047049000,-1,0,0,3,0,0,20,0,1,-2,0,-1,0,0,1,,1,0,22,0,26
3049100,36047049100,0,8,9,8,0,10,3,26,2,45,21,0,71,10,0,,7,36,411,87,227
3049200,36047049200,12,0,0,1,1,0,-8,-3,-4,0,-8,12,6,5,-5,,0,-1,74,-4,-8
3049301,36047049301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0
3049302,36047049302,134,42,72,37,24,0,5,14,41,7,69,138,-2,6,0,,8,5,182,31,82
3049400,36047049400,0,4,-1,0,0,1,0,13,1,0,14,1,2,-1,0,,0,2,27,0,2
3049500,36047049500,3,8,3,67,0,4,9,68,41,75,8,8,8,4,22,,18,31,76,47,2
3049600,36047049600,0,1,0,0,0,0,0,1,-2,1,0,1,0,0,0,,11,1,0,1,2
3049700,36047049700,18,31,94,0,15,4,0,-1,137,8,2,38,24,10,67,,1,32,126,26,58
3049800,36047049800,-2,0,1,1,0,0,0,0,0,0,-2,-2,0,6,6,,0,0,-1,5,1
3049900,36047049900,103,64,0,9,-1,10,-3,49,59,23,1,103,14,42,75,,-2,-1,87,66,71
3050001,36047050001,0,0,0,0,0,6,0,0,0,0,5,0,12,-2,-1,,0,0,-1,1,0
3050002,36047050002,0,0,0,-1,1,0,26,0,-1,0,0,0,0,0,0,,0,0,-1,0,1
3050100,36047050100,4,18,14,14,0,75,8,-8,38,2,49,8,1,10,17,,43,2,162,1,9
3050202,36047050202,0,0,9,-1,0,0,0,0,-2,0,-1,1,0,-2,-1,,-1,-1,5,0,1
3050300,36047050300,19,28,14,0,19,40,47,0,-3,0,8,19,20,4,9,,26,4,220,38,118
3050401,36047050401,0,0,0,-1,0,126,73,0,0,0,-3,0,0,0,0,,0,0,507,17,0
3050402,36047050402,0,0,0,0,0,0,-1,-2,-1,0,12,0,3,1,0,,0,2,0,3,2
3050500,36047050500,2,32,58,24,21,57,14,25,92,8,33,10,4,55,17,,22,8,17,59,52
3050600,36047050600,-2,0,0,0,0,-1,0,3,0,0,-4,-2,15,0,0,,10,0,91,0,10
3050700,36047050700,51,35,-1,0,14,17,15,34,6,72,71,51,-3,157,75,,86,6,582,90,71
3050801,36047050801,0,0,0,0,0,0,0,0,0,43,0,0,18,0,0,,0,0,24,0,7
3050803,36047050803,0,1,0,0,15,0,-4,0,23,0,24,0,257,0,0,,0,0,20,0,4
3050804,36047050804,0,0,53,0,0,122,0,0,131,0,1,0,5,2,2,,8,0,2,1,3
3050900,36047050900,3,0,4,1,83,0,-2,108,3,148,2,3,3,11,0,,3,0,75,46,25
3051001,36047051001,2,-2,0,4,0,0,0,4,0,0,0,2,11,18,0,,0,0,7,13,0
3051002,36047051002,0,0,0,8,0,0,-2,-5,0,75,33,2,108,0,0,,0,-2,39,13,25
3051100,36047051100,29,21,-6,75,102,15,67,10,0,5,13,29,6,62,0,,0,24,55,15,41
3051200,36047051200,0,0,0,0,0,0,0,0,0,0,0,0,77,-1,0,,0,0,0,0,11
3051300,36047051300,20,128,5,112,67,65,-2,33,79,379,95,38,58,45,141,,69,-1,40,183,40
3051400,36047051400,72,17,0,0,-1,0,8,0,2,38,0,72,0,0,0,,0,0,0,0,5
3051500,36047051500,17,23,109,1,153,188,55,69,10,-3,-2,17,3,3,44,,8,45,25,105,0
3051601,36047051601,0,0,0,0,0,-1,0,8,0,25,-4,0,12,0,0,,0,0,57,1,17
3051602,36047051602,0,4,0,1,0,0,0,-2,0,-3,15,0,1,0,0,,0,0,0,1,10
3051700,36047051700,0,12,81,15,351,62,14,-2,59,49,15,0,-2,44,0,,52,-2,23,0,0
3051800,36047051800,-4,19,0,0,0,-4,-2,33,0,12,48,-4,0,0,0,,0,0,10,35,4
3051900,36047051900,36,76,67,346,92,250,346,141,8,6,79,39,150,55,147,,207,3,121,141,183
3052000,36047052000,0,0,0,2,0,0,1,0,0,0,0,0,0,-4,0,,0,2,29,1,-5
3052300,36047052300,3,45,0,2,18,5,10,13,38,8,8,14,8,0,0,,30,9,64,10,26
3052500,36047052500,177,6,2,-5,0,0,0,95,0,34,0,177,0,0,-1,,13,4,-12,-14,31
3052600,36047052600,0,0,0,0,14,1,0,-2,0,-1,0,0,0,62,0,,5,-1,0,-2,10
3052700,36047052700,4,4,32,2,6,47,31,20,0,9,36,16,69,0,0,,0,3,27,78,30
3052800,36047052800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-2,-1,0,0
3052900,36047052900,24,1,-3,0,12,0,-15,3,-1,0,0,29,-2,1,1,,26,0,0,0,99
3053000,36047053000,-2,4,0,0,0,-2,1,-1,0,0,0,-2,-1,0,1,,0,0,16,5,6
3053101,36047053101,3,30,28,14,0,2,-7,1,-3,2,1,3,-2,0,3,,0,-3,25,-3,42
3053102,36047053102,0,83,67,11,8,4,22,16,6,24,19,0,1,0,0,,0,0,2,0,9
3053200,36047053200,0,0,0,0,-1,0,-1,-1,11,0,0,0,0,0,0,,0,0,0,0,4
3053300,36047053300,4,1,6,0,0,1,0,11,-1,6,0,4,-6,0,0,,-1,11,30,-2,4
3053400,36047053400,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,,0,0,0,0,-4
3053500,36047053500,4,0,0,4,0,1,0,12,4,-3,0,4,-1,12,-1,,6,0,-7,10,-8
3053700,36047053700,0,11,0,0,10,0,2,99,-1,0,1,10,0,0,0,,0,0,20,8,47
3053800,36047053800,46,7,6,0,4,9,12,-4,82,0,63,42,27,34,0,,0,-1,44,54,46
3053900,36047053900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0
3054200,36047054200,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,74,10,-6
3054300,36047054300,0,0,0,0,0,0,0,-6,-1,0,0,0,-1,0,0,,0,0,0,-3,-2
3054400,36047054400,0,0,-3,-1,10,2,0,0,0,0,0,-1,22,0,2,,0,-2,0,15,-2
3054500,36047054500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,,0,0,0,0,-1
3054600,36047054600,9,25,9,3,14,-8,10,7,125,46,-7,5,79,52,16,,0,0,74,64,0
3054700,36047054700,0,68,0,2,9,0,159,216,172,41,622,1,0,0,0,,0,48,667,368,68
3054800,36047054800,0,51,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,,1,0,-2,0,-3
3054900,36047054900,37,54,163,172,275,37,8,87,26,55,257,42,-1,0,-1,,1,11,50,24,55
3055000,36047055000,49,18,12,12,-3,-6,-10,15,37,61,11,48,1,83,15,,0,1,47,-4,-1
3055100,36047055100,0,29,42,35,33,8,8,7,555,127,365,0,-1,2,-2,,37,-1,584,5,699
3055200,36047055200,35,0,12,0,0,10,1,0,0,-4,0,47,22,1,0,,0,19,-1,25,4
3055300,36047055300,51,3,94,101,9,91,9,5,-3,0,5,49,-5,7,-1,,7,-4,119,9,42
3055400,36047055400,-2,9,0,0,0,8,-1,-2,35,4,-2,-2,43,0,-2,,0,0,35,0,2
3055500,36047055500,99,1577,188,28,286,95,599,183,536,93,-16,104,-2,14,55,,17,0,636,132,30
3055600,36047055600,1,-1,2,-1,-4,-2,-1,-1,-1,0,0,1,-1,0,0,,-1,1,-2,1,-2
3055700,36047055700,0,186,62,-1,38,-4,-2,36,0,0,47,0,0,1,0,,0,0,15,3,11
3055800,36047055800,-1,3,-2,14,0,1,0,0,0,0,2,-1,6,5,0,,0,0,8,1,-2
3056000,36047056000,0,1,-3,0,-2,2,0,6,21,29,0,105,-1,0,0,,1,0,0,-1,-1
3056100,36047056100,0,8,1,0,-2,1,4,10,93,4,1,0,212,31,555,,0,134,632,60,42
3056200,36047056200,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,,1,0,0,0,0
3056301,36047056301,18,0,7,8,50,-4,12,31,34,8,22,18,70,24,-1,,-11,2,403,30,117
3056302,36047056302,0,0,0,0,0,210,0,191,103,949,0,421,0,1163,0,,35,0,1726,60,51
3056400,36047056400,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,-1,0,0,0
3056500,36047056500,7,108,-1,49,12,11,-1,14,82,7,6,10,-5,95,3,,2,0,897,808,72
3056600,36047056600,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,0,3,0,0,1
3056800,36047056800,0,0,1,0,0,-1,-1,0,0,0,12,0,0,1,0,,0,0,0,0,5
3056900,36047056900,0,5,6,6,-2,1,-2,-2,28,13,54,3,0,4,0,,-3,0,8,29,22
3057000,36047057000,2,0,0,0,0,0,0,0,-2,0,9,2,0,0,0,,6,0,2,2,0
3057100,36047057100,0,32,1,8,6,8,8,-5,9,2,1,23,26,-6,0,,37,0,28,-3,23
3057200,36047057200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3057300,36047057300,3,17,0,0,23,18,2,-1,-2,-2,-2,3,-1,22,6,,8,0,71,10,6
3057400,36047057400,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,12,3
3057500,36047057500,94,65,56,14,6,73,23,0,5,271,42,101,12,29,-1,,11,10,196,15,2
3057600,36047057600,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,,0,-2,0,0,0
3057800,36047057800,0,-1,-2,0,1,1,-6,-2,53,29,29,0,33,-5,0,,25,26,10,20,2
3057901,36047057901,8,8,0,0,22,0,0,43,25,14,8,6,0,16,0,,9,0,2,4,17
3057902,36047057902,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,1
3058000,36047058000,0,0,0,0,0,0,12,0,-2,0,-1,0,-2,0,0,,0,4,11,2,0
3058200,36047058200,1,0,1,0,1,5,0,0,-2,14,4,1,0,0,0,,0,-1,-1,-2,-3
3058400,36047058400,0,0,2,0,0,0,1,-1,0,0,-1,0,0,-1,0,,0,-3,1,0,0
3058600,36047058600,0,0,0,0,1,0,1,0,2,-1,0,0,0,1,0,,1,2,3,1,2
3058800,36047058800,10,-1,4,6,0,0,-2,9,0,1,7,10,0,1,2,,1,0,0,0,2
3058901,36047058901,0,-1,0,17,0,0,8,-1,-1,6,-2,0,0,9,0,,0,17,-5,11,8
3058902,36047058902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3059000,36047059000,0,2,0,3,0,3,0,3,-1,1,1,0,-3,6,0,,0,0,11,0,-1
3059100,36047059100,0,8,6,0,29,0,0,-1,26,-1,0,0,-1,11,0,,-2,0,19,0,-8
3059200,36047059200,0,10,0,-3,-1,0,1,0,27,0,0,2,28,0,-2,,1,0,1,-2,1
3059300,36047059300,7,0,2,0,0,0,2,21,-1,16,0,7,0,-1,15,,0,0,-3,1,4
3059402,36047059402,1,0,0,-2,0,-1,9,1,4,0,1,1,0,1,0,,0,0,0,1,3
3059403,36047059403,0,10,0,1,1,0,1,0,0,0,2,0,60,1,0,,0,0,0,0,0
3059404,36047059404,1,-7,2,5,1,0,0,0,0,0,1,1,0,-1,0,,0,0,0,2,1
3059600,36047059600,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
3059800,36047059800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,-1,1,0,1
3060000,36047060000,0,3,3,4,8,-2,50,5,26,15,11,-3,10,0,18,,0,0,40,2,13
3060600,36047060600,0,0,4,-2,0,0,-1,5,234,3,2,0,12,0,0,,0,0,0,152,5
3060800,36047060800,0,0,0,0,42,9,0,-5,57,11,1,0,27,18,45,,54,17,14,47,0
3061002,36047061002,0,0,1,0,0,62,1,0,0,1,1,0,0,0,0,,1,-1,0,0,0
3061003,36047061003,0,-1,0,1,0,0,0,78,0,0,0,0,0,0,0,,0,0,2,57,5
3061004,36047061004,0,-1,0,1,0,-5,1,48,4,0,12,0,-5,-2,0,,0,0,10,0,3
3061200,36047061200,-1,2,-1,-1,-25,2,25,-1,6,-1,-1,-3,-1,-2,0,,22,0,54,2,61
3061600,36047061600,0,-2,-5,4,-1,-1,1,0,-2,-2,-2,0,-3,3,1,,0,1,5,3,1
3062000,36047062000,8,3,0,5,-1,-1,-1,-2,0,1,-2,6,0,-1,0,,0,16,4,0,0
3062200,36047062200,20,4,30,11,1,-1,-2,-1,-23,-6,0,23,0,1,0,,4,0,19,14,9
3062600,36047062600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3062800,36047062800,0,1,0,-4,1,6,0,-17,-19,32,7,0,1,3,0,,9,6,6,12,17
3063200,36047063200,0,0,8,0,0,0,0,0,0,0,0,0,-1,9,0,,0,0,0,9,0
3063600,36047063600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0
3063800,36047063800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1
3064000,36047064000,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,1,1
3064200,36047064200,0,0,0,0,47,-2,0,0,0,29,0,0,0,-2,0,,0,0,33,-1,-1
3064400,36047064400,0,0,1,-1,0,-1,0,0,0,0,0,0,19,0,0,,0,0,-1,0,0
3064600,36047064600,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0
3064800,36047064800,0,1,-1,0,0,-1,0,0,-1,-2,0,0,-3,0,0,,0,-1,2,-1,-1
3065000,36047065000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,2,0,2
3065200,36047065200,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,0,1,0,-1
3065400,36047065400,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3065600,36047065600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3065800,36047065800,0,3,0,1,0,0,0,3,0,0,0,0,1,0,0,,0,0,0,4,0
3066000,36047066000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3066200,36047066200,0,0,1,3,0,0,-1,-3,0,6,0,0,-1,1,0,,0,0,2,0,9
3066600,36047066600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3067000,36047067000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
3067200,36047067200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0
3067400,36047067400,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4
3067600,36047067600,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,,1,0,1,2,1
3067800,36047067800,1,0,1,1,0,-1,0,0,0,0,9,1,1,0,0,,1,0,0,1,2
3068000,36047068000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,0
3068200,36047068200,0,0,1,9,-1,0,0,0,4,4,2,0,1,0,0,,1,0,13,0,12
3068600,36047068600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,3
3068800,36047068800,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,0,3
3069000,36047069000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
3069200,36047069200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,-2
3069601,36047069601,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,1,1,0,6
3069602,36047069602,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,1,0,0,-2,1
3069800,36047069800,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,1,54
3070000,36047070000,-1,0,0,0,0,0,0,0,0,0,1,-1,0,-2,1,,2,0,8,14,2
3070201,36047070201,0,-1,-2,-1,-1,0,0,0,-1,1,-1,-1,0,1,-1,,5,1,3,1,-3
3070202,36047070202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3070203,36047070203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3070601,36047070601,0,2,-2,1,-2,1,0,-1,-1,1,10,0,2,0,0,,0,0,2,1,9
3070602,36047070602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3072000,36047072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1
3072200,36047072200,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
3072400,36047072400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-2,0,1,0,0
3072600,36047072600,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,1,0,2
3072800,36047072800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1
3073000,36047073000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,2,0,0,1,1
3073200,36047073200,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,1
3073400,36047073400,0,-1,3,0,-2,0,0,0,0,0,0,0,0,0,0,,5,0,3,0,3
3073600,36047073600,1,-1,1,0,0,0,0,0,0,0,1,1,0,1,3,,0,6,0,0,2
3073800,36047073800,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0,0,0
3074000,36047074000,0,0,-1,0,0,0,0,-2,0,0,2,0,0,0,0,,0,0,0,3,0
3074200,36047074200,-1,0,0,0,0,-3,2,-2,0,0,0,-1,0,-1,-1,,0,-1,59,0,2
3074400,36047074400,1,1,-1,-2,-1,0,-4,-1,-1,1,0,1,-1,0,0,,0,0,-1,-1,0
3074600,36047074600,-3,0,0,0,0,0,0,0,0,-1,0,-3,-1,-2,0,,0,0,1,0,-1
3074800,36047074800,0,0,1,-1,-1,-4,0,0,0,0,-1,0,0,0,0,,0,0,0,0,-2
3075000,36047075000,-1,2,0,-2,-1,0,-2,0,-4,0,3,-1,0,0,0,,0,0,2,-1,4
3075200,36047075200,-2,1,0,1,0,0,-1,0,-2,0,0,-2,0,0,-1,,1,0,-1,0,-1
3075400,36047075400,0,0,0,1,0,0,-2,-1,0,-1,0,0,-1,-1,0,,0,0,0,-1,0
3075600,36047075600,0,0,0,-2,-2,-1,0,0,0,0,0,0,-1,0,0,,0,0,0,0,1
3075800,36047075800,0,1,-1,0,0,0,0,0,0,0,86,0,0,1,0,,2,0,1,0,-2
3076000,36047076000,0,1,0,0,0,0,0,0,0,-4,0,0,49,0,0,,0,0,0,-1,-2
3076200,36047076200,0,0,0,0,0,0,0,-2,8,-24,1,0,0,-1,0,,0,0,3,5,0
3076400,36047076400,0,0,65,0,2,0,0,26,116,0,0,0,0,2,0,,0,-1,0,0,2
3076600,36047076600,0,0,0,0,-1,-2,0,0,22,0,0,0,0,0,0,,26,0,0,0,22
3076800,36047076800,3,-1,0,-1,0,0,-2,-2,56,-12,314,3,-3,0,0,,0,6,0,25,-1
3077000,36047077000,25,213,3,0,0,2,0,0,0,0,-2,25,0,45,4,,4,0,10,0,2
3077200,36047077200,-4,-1,-1,-1,-2,0,0,0,0,1,1,-4,1,0,2,,0,0,-1,0,-2
3077400,36047077400,0,0,45,0,-1,0,0,0,-6,0,-1,0,0,6,0,,67,0,177,-1,38
3077600,36047077600,0,28,0,0,0,0,0,0,0,0,-3,0,0,0,9,,0,0,9,0,19
3078000,36047078000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,1,0,1,1
3078200,36047078200,-3,0,0,0,0,0,-3,0,-1,-1,-2,7,16,70,17,,17,-2,35,10,1
3078400,36047078400,24,0,0,0,0,0,0,-3,-7,9,55,24,41,88,18,,20,57,183,20,18
3078601,36047078601,16,0,0,0,0,0,0,-2,-2,4,0,16,16,-5,126,,0,-2,18,10,2
3078602,36047078602,17,2,0,0,0,0,-1,-2,-10,16,62,16,71,12,18,,13,29,85,67,15
3078801,36047078801,0,0,0,0,0,0,0,-3,0,0,36,123,20,-9,1,,17,0,56,1,0
3078802,36047078802,1,0,0,0,0,0,0,0,0,0,-3,1,95,53,-1,,0,1,15,0,0
3079001,36047079001,-3,0,0,0,3,0,0,0,1,-2,-3,19,26,0,0,,19,12,17,1,4
3079002,36047079002,23,0,2,-1,0,-1,0,0,0,0,2,23,8,34,7,,16,6,18,4,27
3079201,36047079201,0,0,2,0,0,0,0,1,0,0,28,0,25,23,0,,0,22,649,0,3
3079202,36047079202,9,0,0,0,0,-1,8,0,8,0,57,9,53,0,0,,119,-6,214,-2,30
3079400,36047079400,17,0,0,0,3,49,65,0,-2,42,-1,18,6,21,4,,15,0,73,10,3
3079601,36047079601,45,20,0,0,0,0,-2,0,0,38,-2,51,1,0,0,,4,0,11,-2,47
3079602,36047079602,33,0,29,0,-9,-1,-4,-3,69,0,-2,31,167,100,0,,-2,0,97,124,37
3079801,36047079801,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,,0,0,0,1,-1
3079802,36047079802,8,0,0,20,2,0,0,254,0,7,5,8,5,0,1,,0,0,0,0,-1
3080000,36047080000,0,5,0,0,-1,22,-1,12,-2,5,6,0,8,7,0,,0,0,20,8,23
3080200,36047080200,4,-1,-2,1,6,6,-2,37,16,47,29,43,1,10,18,,34,0,129,-1,44
3080400,36047080400,39,0,0,0,0,0,8,85,-7,0,15,39,43,-2,17,,10,338,32,28,6
