bct2020,centract2020,comp2020ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022,comp2023,cenunits20,filed,approved,permitted,withdrawn,inactive
4051200,36081051200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,5,1,0,0
4051300,36081051300,1,0,7,1,1,-2,5,8,0,0,0,1,0,2,0,,0,0,0,1,3
4051500,36081051500,0,1,0,1,0,0,0,2,-2,1,2,0,1,10,2,,1,1,4,1,5
4051600,36081051600,2,0,0,0,0,0,0,0,-1,1,0,2,0,0,0,,1,0,1,0,0
4051700,36081051700,0,-1,5,0,16,4,0,0,-3,-2,5,2,10,3,0,,0,0,5,7,-1
4051800,36081051800,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,1,0,3
4052000,36081052000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4052100,36081052100,0,1,0,0,0,0,-2,0,0,0,3,0,0,0,0,,9,0,0,-2,8
4052200,36081052200,0,0,0,0,0,0,2,1,0,0,0,0,-1,0,0,,0,0,0,0,1
4052400,36081052400,0,0,-1,4,2,1,0,0,0,0,1,1,2,1,0,,0,0,1,1,5
4052500,36081052500,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,4
4052600,36081052600,0,-1,-2,0,1,0,0,0,1,1,0,0,1,1,0,,0,0,0,0,2
4052800,36081052800,2,2,0,0,0,2,2,0,2,0,0,4,0,1,1,,0,1,-1,0,3
4053000,36081053000,0,0,4,1,0,0,1,-1,1,1,0,0,0,0,-2,,0,1,5,0,4
4053100,36081053100,0,0,-2,-1,2,-1,12,0,1,2,0,0,6,0,-2,,0,-11,1,-1,3
4053200,36081053200,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,0,1
4053401,36081053401,2,0,1,0,0,0,0,0,0,0,0,2,0,-1,-1,,0,0,2,0,2
4053501,36081053501,0,0,0,0,0,0,-2,-1,-1,0,3,-1,0,0,0,,0,0,0,0,26
4053502,36081053502,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,0,0,0,0,0
4053601,36081053601,1,2,-1,0,1,0,1,0,0,-1,0,1,0,0,0,,0,0,0,0,5
4053800,36081053800,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,,0,0,1,0,0
4053901,36081053901,132,0,0,1,1,0,0,0,2,26,1,132,13,18,1,,0,0,7,1,21
4053902,36081053902,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4054000,36081054000,4,7,0,0,7,5,1,1,0,-4,6,4,4,-2,0,,2,0,6,2,1
4054200,36081054200,0,0,0,0,-1,12,0,0,0,0,0,0,0,2,0,,2,-1,0,1,-1
4054500,36081054500,13,2,7,0,0,-1,-3,12,0,6,37,20,0,0,3,,0,6,1,22,9
4054700,36081054700,1,-5,24,0,0,0,-2,-1,0,0,-1,0,0,0,0,,8,-2,17,9,22
4054800,36081054800,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,,0,0,1,1,0
4054900,36081054900,0,0,0,0,1,0,-2,8,23,14,8,6,0,3,133,,2,-1,24,7,139
4055100,36081055100,0,0,2,0,0,2,0,2,50,1,1,0,5,5,1,,1,0,7,5,26
4055200,36081055200,1,0,5,1,0,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1
4055300,36081055300,0,19,0,0,0,0,0,26,90,54,9,0,0,64,0,,8,0,13,0,13
4055400,36081055400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0
4055500,36081055500,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,2,,0,0,2,1,0
4055600,36081055600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0
4055700,36081055700,0,0,0,0,0,0,-2,7,0,17,2,4,0,1,0,,0,2,4,8,0
4055800,36081055800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4055900,36081055900,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,,0,0,5,13,1
4056000,36081056000,1,-1,3,0,1,0,-1,2,0,0,2,1,0,0,0,,0,0,2,0,2
4056100,36081056100,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,,0,0,0,0,0
4056200,36081056200,1,-1,1,0,0,-1,0,0,2,0,0,1,0,1,0,,0,0,1,2,3
4056400,36081056400,-2,0,2,0,2,0,1,-2,0,0,0,2,0,0,0,,0,0,5,1,4
4056500,36081056500,1,1,0,0,0,0,0,1,2,-1,1,-17,0,67,2,,2,0,6,0,75
4056600,36081056600,0,0,0,0,4,0,1,0,0,0,0,1,0,2,0,,0,0,0,1,0
4056700,36081056700,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,,-1,0,1,2,4
4056800,36081056800,0,0,0,7,0,0,0,-2,-4,-3,0,0,-1,1,0,,0,1,6,3,5
4057700,36081057700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,0,0,0,0,5
4057900,36081057900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4058000,36081058000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,-1,5
4058100,36081058100,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,,0,0,0,4,0
4058200,36081058200,0,0,2,2,0,0,1,1,2,6,0,0,9,3,1,,2,2,12,-1,7
4058300,36081058300,0,0,-1,52,1,0,0,12,-12,1,5,0,0,0,0,,10,0,5,8,230
4058500,36081058500,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,,4,0,4,0,5
4058700,36081058700,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,,0,0,1,2,0
4058900,36081058900,0,0,7,0,0,0,0,4,2,0,0,2,0,0,0,,1,0,3,9,6
4059000,36081059000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4059100,36081059100,0,0,0,1,0,0,2,-2,0,0,0,0,0,15,0,,0,0,18,0,2
4059200,36081059200,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,0,0,0
4059300,36081059300,1,28,-1,2,0,0,26,1,6,-2,5,1,-1,0,0,,51,19,18,16,5
4059400,36081059400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
4059501,36081059501,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,,1,0,10,30,5
4059502,36081059502,0,0,0,9,1,0,0,0,0,0,2,2,1,0,0,,0,0,4,2,0
4059600,36081059600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
4059800,36081059800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0
4059900,36081059900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,1,0,0
4060000,36081060000,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1
4060100,36081060100,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,6,0,6,4
4060300,36081060300,0,0,0,-2,1,0,0,0,0,0,1,0,0,0,0,,12,0,0,0,9
4060600,36081060600,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,,0,0,0,0,0
4060701,36081060701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4060800,36081060800,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4061000,36081061000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,-1,1
4061200,36081061200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-2,1
4061301,36081061301,0,63,0,2,0,0,1,0,-1,1,0,0,0,2,0,,0,0,0,3,4
4061302,36081061302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4061400,36081061400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
4061601,36081061601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1
4061602,36081061602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,12
4061800,36081061800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4061900,36081061900,2,0,0,0,-1,0,-2,0,-2,0,0,2,0,5,0,,6,0,5,0,-1
4062000,36081062000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0
4062100,36081062100,0,3,0,0,-1,1,5,0,0,0,0,0,0,0,0,,2,0,2,1,8
4062200,36081062200,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4062300,36081062300,2,0,0,0,1,1,0,0,0,-1,0,2,0,0,0,,0,1,0,2,0
4062400,36081062400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4062500,36081062500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,-1,0,0,0
4062600,36081062600,-1,0,1,0,0,-1,0,0,1,0,0,-1,0,-1,0,,15,0,11,0,0
4062700,36081062700,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,,0,0,0,0,2
4062900,36081062900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,5,0,0,0,1
4063000,36081063000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1
4063200,36081063200,0,1,1,0,-3,0,0,0,0,2,0,0,0,1,0,,2,0,-1,1,3
4063301,36081063301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,5
4063302,36081063302,0,-1,0,0,1,0,0,-1,0,0,0,0,1,0,0,,3,0,2,0,9
4063500,36081063500,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,0,0,1,0,-2
4063700,36081063700,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,,2,0,0,0,2
4063800,36081063800,0,1,2,3,0,3,0,0,0,1,4,1,0,0,0,,0,0,0,0,2
4063900,36081063900,0,-1,-1,0,0,0,0,0,0,1,0,0,1,-2,0,,0,14,1,0,2
4064101,36081064101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,-1
4064102,36081064102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4064500,36081064500,0,0,0,-1,0,0,1,0,0,0,1,1,0,1,-1,,0,0,0,0,1
4064600,36081064600,0,1,0,0,0,1,0,0,0,5,2,0,0,1,1,,0,0,4,0,2
4065000,36081065000,2,1,1,0,0,1,2,0,0,2,0,2,0,0,0,,0,0,1,1,1
4065401,36081065401,2,0,0,6,0,-1,0,0,3,2,5,2,0,5,2,,6,0,6,4,1
4065402,36081065402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4065501,36081065501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4065600,36081065600,13,35,6,6,3,2,2,2,2,0,2,14,2,3,4,,4,2,8,2,65
4065702,36081065702,0,2,0,0,-2,6,0,0,-2,0,0,0,6,0,0,,3,0,-2,-2,1
4065703,36081065703,1,7,2,2,-2,0,0,0,2,-3,0,1,0,-2,2,,0,0,4,0,12
4065900,36081065900,1,1,0,1,2,0,0,-1,0,1,0,1,0,1,0,,0,0,0,2,4
4066000,36081066000,2,0,2,3,2,1,2,2,9,0,3,2,2,3,2,,2,0,3,1,3
4066100,36081066100,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,,2,0,0,0,1
4066301,36081066301,0,0,1,0,0,2,1,0,0,0,2,1,2,2,0,,0,0,1,1,1
4066302,36081066302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4066401,36081066401,0,-1,5,-1,2,3,4,2,1,2,3,0,2,1,0,,2,1,2,-1,1
4066402,36081066402,0,1,-1,8,3,4,0,2,2,2,1,2,0,1,1,,6,0,7,3,3
4066403,36081066403,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,-1,2
4066404,36081066404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4066501,36081066501,0,1,3,1,0,0,2,-1,-1,2,0,0,1,0,0,,1,0,1,2,5
4066701,36081066701,-1,0,0,-1,0,1,0,6,0,0,0,0,0,0,0,,0,0,0,1,1
4066900,36081066900,0,2,0,1,4,0,0,0,1,0,0,0,1,0,0,,2,0,4,2,3
4067100,36081067100,0,0,0,0,1,-1,0,0,1,6,1,0,0,0,1,,0,0,3,0,1
4067700,36081067700,0,-1,0,0,0,0,0,-1,2,0,1,0,1,0,0,,0,0,0,0,1
4067900,36081067900,1,0,3,4,1,0,0,0,0,2,94,2,0,0,0,,0,0,4,-11,-1
4068000,36081068000,7,1,2,2,12,11,8,2,11,3,3,9,7,2,0,,17,5,15,5,6
4068200,36081068200,0,1,0,1,0,0,5,1,2,0,0,1,1,0,0,,0,0,0,2,9
4068300,36081068300,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,,0,0,2,0,4
4068700,36081068700,1,1,3,7,0,2,1,0,0,0,0,1,0,0,0,,1,0,33,68,1
4069000,36081069000,2,8,20,3,9,1,5,1,4,2,3,2,0,2,0,,0,2,3,1,7
4069300,36081069300,0,0,0,2,0,0,0,0,0,0,0,0,1,0,-4,,0,0,47,14,66
4069400,36081069400,4,2,0,4,-2,4,2,4,2,3,1,8,8,1,9,,5,2,12,10,11
4069500,36081069500,0,0,0,1,-1,0,0,0,0,8,1,0,0,0,1,,0,4,0,0,7
4069701,36081069701,0,69,32,0,16,17,22,1,83,45,2,0,2,0,0,,0,0,141,51,0
4069702,36081069702,0,1,-1,1,0,0,0,-1,1,-2,-2,0,2,0,0,,0,2,5,4,4
4070300,36081070300,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,,0,0,134,3,8
4070700,36081070700,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4070900,36081070900,0,-2,0,2,0,0,0,1,2,0,0,0,1,0,1,,0,0,0,3,1
4071100,36081071100,0,0,0,1,1,1,27,0,0,0,1,0,75,-2,166,,2,2,8,1,1
4071303,36081071303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4071304,36081071304,0,0,0,0,0,38,0,1,0,0,0,0,0,-19,26,,1,0,170,-3,0
4071305,36081071305,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1
4071306,36081071306,0,-1,33,0,22,-3,0,0,-1,22,0,0,0,0,0,,1,1,237,127,-2
4071600,36081071600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4071701,36081071701,0,3,0,67,-3,-1,-16,18,0,58,0,-1,35,31,0,,0,25,283,-5,2
4071702,36081071702,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,,0,0,568,314,1
4071900,36081071900,0,6,3,0,6,1,0,5,1,1,-1,-1,1,12,0,,0,8,5,13,13
4072100,36081072100,1,0,-1,0,0,0,1,0,0,0,0,1,0,1,0,,2,0,11,0,7
4072300,36081072300,-1,0,1,0,0,0,0,1,0,0,0,-2,0,0,0,,0,0,0,0,0
4072900,36081072900,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,1,,0,0,1,0,-1
4073100,36081073100,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,0,0,2
4073700,36081073700,0,-3,0,0,0,0,-4,-1,0,44,23,0,-1,0,1,,0,21,26,0,5
4073900,36081073900,0,-4,0,1,0,0,97,0,5,0,0,0,0,0,1,,0,1,3,0,1
4074100,36081074100,0,1,0,0,0,-1,0,1,0,0,-1,0,0,0,0,,0,0,0,0,1
4074300,36081074300,0,0,0,1,0,0,0,0,0,2,1,0,0,16,0,,0,0,37,53,-2
4074500,36081074500,0,12,0,0,0,2,0,0,1,0,0,0,0,442,0,,0,0,3,7,0
4074700,36081074700,0,0,-2,3,0,1,0,0,0,0,9,0,0,0,0,,0,1,0,7,5
4074900,36081074900,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2
4075701,36081075701,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,10,0,10,6,-8
4075702,36081075702,0,3,0,-1,-1,2,0,2,1,2,2,0,1,-2,0,,0,2,6,1,2
4076901,36081076901,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0
4076902,36081076902,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,-2,-2,99,0,0
4077300,36081077300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,-1,0,-2
4077500,36081077500,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,,0,0,1,1,0
4077902,36081077902,0,2,-2,-2,0,1,-1,1,0,-1,-3,0,0,-2,1,,2,0,7,-3,1
4077903,36081077903,0,0,1,0,0,0,0,-1,-1,0,1,0,-2,0,0,,0,0,81,-1,0
4077904,36081077904,2,2,2,2,2,1,2,1,3,2,0,2,3,2,2,,2,1,12,6,6
4077905,36081077905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,93
4077906,36081077906,0,0,0,0,-1,2,0,0,0,0,0,0,0,2,0,,0,1,2,4,2
4077907,36081077907,2,2,3,2,1,0,1,1,1,0,1,2,0,0,0,,2,0,2,3,1
4077908,36081077908,0,12,0,0,-1,0,0,1,24,0,1,0,44,0,0,,0,0,0,0,0
4078800,36081078800,2,1,0,-2,0,2,3,0,0,1,0,2,0,2,1,,0,0,5,1,5
4079000,36081079000,2,6,2,-2,3,-1,0,5,-1,10,2,3,1,4,0,,0,0,7,8,13
4079200,36081079200,0,3,1,3,5,4,0,2,0,2,3,1,0,5,4,,775,0,5,5,6
4079300,36081079300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4079701,36081079701,0,6,-1,6,0,-1,0,11,1,2,42,0,-1,0,0,,0,0,16,2,9
4079702,36081079702,-2,66,62,-4,10,43,0,1,0,-2,0,1,13,0,52,,18,4,33,0,8
4079900,36081079900,0,8,-4,17,0,12,9,17,2,-1,27,0,5,10,5,,4,1,20,7,7
4080301,36081080301,11,15,4,7,5,4,1,10,3,7,4,11,3,1,1,,0,0,24,7,6
4080302,36081080302,6,0,7,1,5,-1,9,9,10,8,8,9,5,7,3,,2,1,5,5,9
4080900,36081080900,2,1,1,0,1,1,0,0,0,1,3,2,0,1,0,,2,0,2,0,0
4081400,36081081400,8,2,6,2,-1,2,10,-2,3,11,0,9,3,5,0,,2,1,13,7,11
4081800,36081081800,4,3,-1,4,1,0,1,-1,1,2,5,3,4,9,0,,3,1,8,0,11
4083700,36081083700,6,9,3,14,10,19,7,18,6,16,18,8,7,5,4,,5,3,19,19,10
4083800,36081083800,2,2,8,3,7,1,4,-2,-1,5,4,2,-1,1,1,,3,0,17,3,1
4084000,36081084000,1,4,8,3,7,9,1,4,5,5,1,2,-3,1,1,,5,2,11,3,6
4084500,36081084500,0,1,0,-1,90,7,1,4,-1,3,-2,0,5,5,0,,3,2,4,17,0
4084601,36081084601,1,2,2,2,2,3,1,7,1,1,9,3,1,5,0,,6,2,9,1,2
4084602,36081084602,2,0,0,1,0,0,0,0,1,0,1,2,0,1,1,,1,0,2,2,5
4084901,36081084901,80,48,-3,0,-2,6,24,23,9,0,60,80,3,2,30,,0,44,77,11,7
4084902,36081084902,0,52,49,0,0,-2,-5,1,-10,8,16,0,8,40,-1,,51,10,6,52,6
4085300,36081085300,0,1,0,-1,79,0,0,0,1,-2,28,0,0,0,113,,0,-5,101,1,4
4085500,36081085500,0,0,25,0,-1,0,0,26,0,0,-18,0,0,0,0,,0,0,35,7,40
4085700,36081085700,-2,-1,27,-2,34,0,0,0,0,-9,-2,-2,95,6,10,,0,6,228,-1,-2
4085900,36081085900,1,37,10,19,59,0,0,1,-1,0,-3,1,-1,32,0,,0,0,62,25,7
4086100,36081086100,-1,12,-2,4,-1,0,13,28,4,-4,-8,-1,2,73,60,,19,21,11,-1,2
4086300,36081086300,0,13,0,-4,0,0,0,0,22,0,23,0,0,131,0,,0,1,30,5,19
4086400,36081086400,1,1,1,1,6,-1,0,0,-1,0,1,1,0,0,0,,1,0,1,0,0
4086500,36081086500,0,0,0,27,-1,20,0,0,89,0,90,0,0,1,0,,78,121,197,0,26
4086900,36081086900,10,6,17,-1,-3,-7,-2,37,-10,64,99,10,-2,0,56,,198,-1,719,140,72
4087100,36081087100,0,0,0,80,0,260,-2,148,1,0,419,0,135,21,0,,261,27,429,650,936
4088400,36081088400,-7,6,7,-2,95,6,6,0,2,-1,7,-13,-4,3,5,,4,11,11,9,11
4088902,36081088902,1,59,18,17,0,17,64,1,45,33,26,1,0,-4,0,,64,23,164,59,192
4088903,36081088903,0,2,1,0,0,1,1,1,0,1,2,0,0,0,0,,0,0,0,0,4
4089201,36081089201,0,-1,7,0,-1,1,2,-2,0,0,6,0,0,0,0,,0,0,6,2,5
4089202,36081089202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4090700,36081090700,0,-2,-2,-2,-7,-2,-3,0,0,0,-1,0,3,1,0,,0,0,5,0,1
4091602,36081091602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4091603,36081091603,8,-2,6,2,-56,-9,64,59,65,36,3,7,14,24,1,,3,3,48,18,46
4091604,36081091604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4091800,36081091800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4091900,36081091900,0,17,2,11,16,0,2,1,-2,0,11,0,3,5,0,,6,0,81,12,15
4092200,36081092200,-1,1,0,1,-5,-6,3,0,0,1,2,1,1,-1,0,,3,1,2,6,8
4092500,36081092500,1,12,0,2,3,1,2,-2,-1,7,1,1,-1,0,3,,1,-1,9,4,29
4092800,36081092800,1,3,0,0,-10,0,0,-1,4,3,2,1,-3,-1,2,,1,4,1,-4,-8
4092900,36081092900,0,0,10,1,-2,3,-1,-1,-3,4,196,10,2,2,1,,1,7,9,-6,18
4093401,36081093401,0,0,-1,-3,-2,-4,17,0,6,6,1,0,-1,2,-1,,0,0,2,-9,-2
4093402,36081093402,85,0,2,8,-3,1,-4,-3,-1,0,0,85,3,0,3,,-2,2,43,-10,-2
4093800,36081093800,8,1,1,0,-5,0,0,1,-9,27,31,6,-1,3,1,,286,1,1,-5,-6
4093900,36081093900,2,61,87,64,39,15,42,1,8,0,8,2,0,3,0,,6,-1,11,0,8
4094201,36081094201,0,85,-13,22,-2,32,0,-3,0,0,26,-3,-3,18,0,,15,6,83,5,4
4094202,36081094202,0,10,21,6,0,-10,-2,-1,1,0,1,0,2,14,3,,5,0,5,3,28
4094203,36081094203,0,-4,0,0,0,0,0,7,64,-1,2,0,0,0,0,,2,0,4,0,6
4094500,36081094500,-1,4,2,1,-3,0,2,-1,4,-3,3,-1,-1,4,1,,0,2,27,9,7
4094700,36081094700,-2,2,0,0,0,2,0,-1,3,-3,4,-1,0,2,2,,0,0,-3,2,2
4095400,36081095400,6,8,3,5,2,4,0,-7,-1,127,14,4,103,15,15,,245,5,33,49,7
4096400,36081096400,4,74,117,87,82,88,107,58,2,10,63,8,5,16,2,,89,103,6,47,6
4097202,36081097202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4097204,36081097204,0,0,0,0,0,0,0,0,100,0,129,0,-2,3,0,,1,230,198,4,3
4097205,36081097205,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,,0,0,0,0,0
4097206,36081097206,-5,1,-3,-5,-1,-2,-1,4,1,1,5,-5,-3,5,0,,0,0,4,4,4
4097207,36081097207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4097300,36081097300,1,-3,-2,1,1,1,-3,1,1,0,0,1,0,0,1,,3,1,2,1,1
4098100,36081098100,3,2,1,-1,0,1,0,-1,3,7,4,4,0,0,-2,,2,2,26,2,23
4098700,36081098700,2,-2,2,-1,-1,1,5,-1,-1,2,-2,3,1,-1,0,,-1,0,3,1,2
4099100,36081099100,1,-13,-1,3,3,-2,0,2,2,2,-1,2,0,2,0,,2,1,4,3,5
4099200,36081099200,2,5,2,0,0,9,0,-2,-2,156,1,2,10,0,0,,2,0,146,1,3
4099701,36081099701,0,4,0,1,-1,3,5,2,0,1,-1,-1,2,0,1,,1,-1,4,1,1
4099703,36081099703,0,0,0,0,0,0,-2,-1,2,-2,1,0,2,18,0,,0,0,0,1,3
4099704,36081099704,0,0,1,0,0,0,0,0,0,0,0,0,-6,16,0,,0,0,16,0,45
4099705,36081099705,0,1,0,0,0,1,0,0,1,3,0,0,1,2,0,,0,0,2,1,0
4099801,36081099801,0,0,8,5,0,6,7,0,-1,0,1,7,0,1,0,,-1,0,26,12,2
4099802,36081099802,0,1,0,1,0,4,0,0,3,2,0,15,3,4,0,,4,0,6,-3,3
4099900,36081099900,0,0,0,-1,0,0,0,0,0,0,0,0,-24,0,0,,0,0,0,0,0
4100801,36081100801,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,,-1,0,1,2,3
4100803,36081100803,6,2,-2,1,66,-1,-4,-2,-2,41,0,6,12,226,0,,25,42,9,44,4
4100804,36081100804,0,0,6,2,0,0,0,0,0,0,0,0,-2,2,0,,5,2,10,9,6
4101002,36081101002,5,-1,1,3,4,2,-2,-2,13,50,-1,5,-1,-1,0,,27,-1,10,-2,150
4101003,36081101003,0,6,17,1,-7,0,0,0,0,0,0,0,63,250,0,,8,90,0,149,24
4101004,36081101004,0,0,-2,0,0,0,5,1,-1,1,1,0,0,0,4,,13,5,21,19,27
4101700,36081101700,9,4,3,0,0,1,0,-1,-1,3,1,9,3,1,1,,3,1,10,3,0
4102900,36081102900,0,1,4,4,0,-2,6,4,-1,23,10,0,0,1,0,,8,0,7,25,9
4103201,36081103201,0,0,6,1,-1,0,0,0,0,2,0,0,9,-2,-3,,12,7,100,0,13
4103202,36081103202,1,-2,-12,2,15,-1,-3,0,2,-1,-6,6,142,772,353,,445,0,376,-2,242
4103300,36081103300,9,-7,13,12,-1,7,3,8,-1,6,0,8,1,3,3,,2,-1,14,8,9
4103900,36081103900,4,6,7,0,1,0,3,12,2,5,3,14,7,4,2,,9,10,26,5,11
4104700,36081104700,1,4,4,5,-2,13,1,4,5,4,4,2,3,4,-1,,2,1,9,5,5
4105900,36081105900,0,0,4,1,0,-1,-2,5,1,1,0,0,1,0,1,,1,3,5,1,4
4107201,36081107201,2,4,1,-1,-2,-11,-3,-10,-2,0,9,4,-1,-2,0,,2,-1,6,17,-15
4107202,36081107202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4108500,36081108500,3,5,-1,2,0,1,0,1,-1,0,2,3,0,0,0,,0,0,0,10,3
4109300,36081109300,-1,1,0,0,-1,-1,-4,0,0,0,-2,1,1,0,1,,0,5,13,0,3
4109700,36081109700,-1,0,0,0,0,0,0,-1,-1,-1,15,-1,0,-1,1,,15,0,1,10,0
4109900,36081109900,0,2,23,0,4,-1,-1,0,0,2,-2,0,2,4,1,,0,0,0,1,4
4111300,36081111300,0,0,3,2,0,1,-2,4,2,10,2,1,1,7,0,,3,1,17,6,1
4112300,36081112300,-2,5,4,-2,1,5,1,1,-1,0,2,5,-2,-2,0,,4,-1,53,1,6
4112900,36081112900,0,3,2,0,0,-1,0,1,0,0,-2,0,1,0,-1,,3,1,1,1,1
4113300,36081113300,0,0,-1,0,1,0,0,-1,2,1,1,0,2,0,1,,0,-1,6,4,0
4113900,36081113900,0,2,1,-3,7,3,-1,-8,1,-4,4,0,1,0,0,,0,0,17,15,2
4114100,36081114100,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,0,0,0,0,0
